113.086 78.5349 94.1084 112.316 99.6227 
104.962 61.907 119.578 92.6012 108.448 
66.5036 74.6818 116.731 77.8315 115.582 
67.69 115.003 101.899 76.0019 123.659 
91.6705 118.566 82.259 90.7412 108.899 
98.2951 121.667 104.536 93.2432 106.73 
118.611 121.901 113.914 75.7512 73.5772 
117.32 133.35 85.8267 75.1473 89.9505 
116.899 115.048 114.976 113.173 135.184 
123.323 103.282 90.9099 90.8878 128.292 
105.228 75.3356 71.0048 100.802 117.339 
79.0808 122.996 81.2699 98.4498 113.895 
86.5075 87.1106 98.514 80.2496 109.797 
97.3055 101.847 106.325 91.2225 82.3177 
94.8866 120.692 85.306 85.7465 106.837 
36.4646 118.34 84.2033 106.514 94.8817 
69.6402 111.823 98.5306 82.1856 93.5613 
83.3326 121.026 115.98 92.3944 100.959 
95.2306 90.7049 88.6103 118.792 101.158 
81.7295 97.7371 113.587 110.475 104.978 
129.466 68.616 94.5878 137.991 105.868 
127.604 91.605 126.077 68.7808 77.5081 
105.067 63.1064 94.2845 83.1116 114.298 
113.834 124.863 122.973 67.2685 85.1962 
87.541 108.445 144.238 81.142 59.0019 
100.072 91.7078 99.3724 105.873 112.114 
75.6868 87.2585 125.559 107.526 111.092 
118.417 82.3541 102.172 81.4857 79.7958 
121.557 80.8702 87.4446 113.88 81.4122 
98.409 94.3911 103.623 63.0439 94.9653 
129.843 83.2906 93.8343 75.8205 65.1271 
122.948 101.649 86.398 104.449 82.4226 
121.111 108.439 68.8538 84.9796 85.1158 
130.137 55.3598 122.888 99.1924 108.219 
94.2375 107.194 117.101 105.024 115.122 
65.6666 80.8321 66.7005 95.611 82.8998 
107.629 125.423 97.8354 74.202 101.991 
120.601 75.4806 113.484 79.1515 107.395 
96.123 97.7562 64.8954 94.0327 136.979 
110.608 101.745 157.644 112.276 105.924 
122.201 106.787 76.1449 79.568 151.052 
72.7472 107.077 103.578 95.4964 127.674 
109.02 114.476 121.813 98.708 122.917 
67.1307 124.136 112.095 81.4347 82.882 
123.136 121.578 90.2697 146.415 130.247 
75.388 68.812 92.8941 110.563 83.7097 
114.084 91.2242 70.2396 99.4014 94.3899 
77.8084 95.1651 95.4924 113.9 69.4923 
84.9158 101.379 130.816 100.099 134.233 
117.416 117.664 122.355 129.248 93.0799 
63.6308 88.0904 121.542 107.687 145.571 
105.274 97.7548 96.522 75.3913 112.916 
142.068 96.0126 107.357 97.3777 104.308 
99.8046 64.0691 71.7226 117.833 103.303 
115.474 129.399 91.2685 85.4719 60.6434 
89.6492 116.037 77.7056 87.2574 114.741 
111.92 111.086 118.785 122.054 97.6369 
116.062 102.729 105.582 92.217 118.644 
118.136 146.68 63.5924 93.3349 82.0762 
89.4405 73.1965 79.4063 102.78 135.744 
115.795 77.3396 101.773 77.2104 94.0568 
